id,date,kms,alti,lat_deg,lat_min,long_deg,long_min,poids,taille,id_couleur,couleur,id_matiere,matiere,id_origine,origine,id_pays,pays,post,objet,gps,lieu,contexte,depart,arrivee,annee,mois,jour,kms_cumule,kms_depart_vol_oiseau,kms_depart_corde,kms_etape_segments,kms_etape_cumule,lat_dec,long_dec,lat_rad,long_rad,lat_x,long_y
1,41182,40,1,47,59.66,-4,-6.155,5.86,62,4,Jaune,0,Mixte,2,Artificiel,1,France,1,0,"N 47°59,660"" W 4°06,155""","Rue Sainte Catherine, Quimper",0,Quimper,St-Goazec,2012,9,30,40,0,0,0,0,47.99433333333333,-4.1025833333333335,0.8376584314259259,-0.07160352652314815,0,0
2,41183,60,1,48,14.518,-3,-35.98,0.15,74,12,Rouge,3,Plastique,2,Artificiel,1,France,1,0,"N 48°14,518"" W 3°35,980""",Port-Carhaix,0,St-Goazec,Rostrenen,2012,10,1,100,46.40231576371516,46.402213258288505,46.40231576371516,46.40231576371516,48.24196666666667,-3.599666666666667,0.8419804447796296,-0.06282598224074074,0,0
3,41184,40,1,48,10.365,-3,-0.004,0.22,17,15,Noir,1,Végétale,1,Naturel,1,France,1,0,"N 48°10,365' W 3°00,004'","Porte de Guerlédan",0,Rostrenen,Mur-de-Bretagne,2012,10,2,140,84.29025200793397,84.28963759650266,45.10726045403634,91.5095762177515,48.17275,-3.0000666666666667,0.8407723870694445,-0.05236099688518518,0,0
4,41185,80,1,48,6.37,-2,-54.972,1.71,0,14,Gris,2,Métallique,2,Artificiel,1,France,1,0,"N 48°06,370' W 2°54,972'","Pontivy, Escalier d'écluses",0,Mur-de-Bretagne,Guillac,2012,10,3,220,89.08224661937771,89.08152134789242,9.674461311407708,101.18403752915921,48.10616666666667,-2.9162,0.8396102896574074,-0.05089724865555555,0,0
5,41186,80,1,47,31.889,-1,-57.664,0.13,103,9,"Bleu Violet",3,Plastique,2,Artificiel,1,France,1,0,"N 47°31,889' W 1°57,664'","Canal de Nantes à Brest",0,Guillac,Guenrouet,2012,10,4,300,168.17939895209653,168.17451869403496,95.7819072708861,196.9659448000453,47.531483333333334,-1.9610666666666667,0.8295801818064815,-0.03422704127407407,0,0
6,41187,80,1,47,28.48,-1,-50.376,2.18,23,0,Mixte,0,Mixte,2,Artificiel,1,France,1,0,"N 47°28,480' W 1°50,376'","Ecluse Bougard",0,Guenrouet,Nantes,2012,10,5,380,178.8747309566041,178.86885916161643,11.101177695572687,208.06712249561798,47.474666666666664,-1.8396,0.8285885447407406,-0.0321070498,0,0
7,41188,0,1,47,21.257,-1,-15.539,0.54,42,17,Brun,1,Végétale,2,Artificiel,1,France,1,0,"N 47°21,257"" W 1°15,539""","Blanchelande, Oudon",0,Nantes,Nantes,2012,10,6,380,224.5349124930126,224.52329872689972,45.70571160966554,253.77283410528352,47.354283333333335,-1.2589833333333333,0.8264874609842593,-0.02197338583425926,0,0
8,41189,0,1,47,21.257,-1,-15.539,0.2,60,17,Brun,7,Animale,1,Naturel,1,France,1,0,"N 47°21,257"" W 1°15,539""","Blanchelande, Oudon",0,Nantes,Nantes,2012,10,7,380,224.5349124930126,224.52329872689972,0,253.77283410528352,47.354283333333335,-1.2589833333333333,0.8264874609842593,-0.02197338583425926,0,0
9,41190,0,1,47,13.764,-1,-35.059,0.49,12,13,Blanc,3,Plastique,2,Artificiel,1,France,1,0,"N 47°13,764' W 1°35,059'","Ping Base, Nantes",0,Nantes,Nantes,2012,10,8,380,207.09664511561886,207.08753252966426,28.20138751441466,281.9742216196982,47.2294,-1.5843166666666666,0.8243078374777778,-0.027651518871296292,0,0
10,41191,55,1,47,4.208,-2,-6.21,7.92,46,17,Brun,2,Métallique,2,Artificiel,1,France,1,0,"N 47°04,208' W 2°06,210'",Pornic,0,Nantes,Pornic,2012,10,9,435,181.9371332907826,181.93095472325174,43.08300935008234,325.05723096978056,47.07013333333333,-2.1035,0.8215281121037036,-0.03671296980555556,0,0
11,41192,20,1,47,3.76,-2,-0.07,0.18,92,15,Noir,5,Cellulose,2,Artificiel,1,France,1,0,"N 47°03,760' W 2°00,070'","Café ""Les embruns""",0,Pornic,Bouin,2012,10,10,455,188.79095276542006,188.78404930323086,7.7973161177096255,332.8545470874902,47.062666666666665,-2.0011666666666668,0.8213977942962962,-0.03492691771296296,0,0
12,41193,40,1,46,43.876,-1,-59.191,0.17,0,17,Brun,7,Animale,1,Naturel,1,France,1,0,"N 46°43,876"" W 1°59,191""","Saint Hillaire de Rietz",0,Bouin,St-Hilaire-de-Riez,2012,10,11,495,212.47587983023564,212.46603856233776,36.87719139533807,369.73173848282823,46.73126666666667,-1.9865166666666667,0.8156137780407408,-0.03467122719351852,0,0
13,41194,91,1,46,29.488,-1,-20.129,0.19,103,11,"Rouge Violet",4,Textile,2,Artificiel,1,France,1,0,"N 46°29,488' W 1°20,129'","Champs Saint Père maison d'Aurore et Julien",0,St-Hilaire-de-Riez,Le-Champ-St-Père,2012,10,12,586,267.5522852574913,267.53263606958484,56.44229154002031,426.17403002284857,46.49146666666667,-1.3354833333333334,0.8114284820296296,-0.02330856158425926,0,0
14,41195,0,1,46,29.488,-1,-20.129,0.06,104,17,Brun,7,Animale,1,Naturel,1,France,1,0,"N 46°29,488' W 1°20,129'","Champs Saint Père, maison de Aurore et Julien",0,Le-Champ-St-Père,Le-Champ-St-Père,2012,10,13,586,267.5522852574913,267.53263606958484,0,426.17403002284857,46.49146666666667,-1.3354833333333334,0.8114284820296296,-0.02330856158425926,0,0
15,41196,45,1,46,23.6,-1,-12.089,0.1,36,17,Brun,1,Végétale,1,Naturel,1,France,1,0,"N 46°23,604' W 1°12,089'","Frontière de la Charente",0,Le-Champ-St-Père,Marans,2012,10,14,631,282.43295292824706,282.4098395398229,14.98721910895068,441.16124913179925,46.39333333333333,-1.2014833333333335,0.8097157337037036,-0.02096982236203704,0,0
16,41197,30,1,46,13.16,-1,-2.864,0.04,82,13,Blanc,7,Animale,1,Naturel,1,France,1,0,"N 46°13,160' W 1°02,864'","Canal près de Maraine",0,Marans,Aytré,2012,10,15,661,304.03130969930453,304.0024779657776,22.6739903804803,463.83523951227954,46.21933333333333,-1.0477333333333334,0.8066788633703703,-0.018286380903703704,0,0
17,41198,50,1,46,6.916,-1,-7.362,2.68,42,17,Brun,2,Métallique,2,Artificiel,1,France,1,0,"N 46°06,916' W 1°07,362'","Aytré, zone noire",0,Aytré,St-Agnant,2012,10,16,711,307.64511195798383,307.61523986954546,12.935477028389677,476.77071654066924,46.11526666666666,-1.1227,0.8048625589296297,-0.01959479496111111,0,0
18,41199,50,1,45,50.585,0,-56.752,0.52,17,17,Brun,7,Animale,2,Artificiel,1,France,1,0,"N 45°50,585' W 0°56.752'","Grange à Saint Aignant",0,St-Agnant,Floirac,2012,10,17,761,338.71661256293794,338.6767447569134,33.216333375888,509.9870499165572,45.84308333333333,-0.9458666666666667,0.8001120676064815,-0.016508473674074074,0,0
19,41200,20,1,45,29.254,0,-43.483,1.02,32,11,"Rouge Violet",0,Mixte,2,Artificiel,1,France,1,0,"N 45°29,254' W 0°43,483'","Fiolle, commune de Floirac",0,Floirac,Conac,2012,10,18,781,379.44002662353296,379.38398143152256,43.11758306287143,553.1046329794286,45.487566666666666,-0.7247166666666666,0.7939071364685184,-0.012648681293518517,0,0
20,41201,55,1,45,3.29,0,-42.325,0.34,68,13,Blanc,5,Cellulose,2,Artificiel,1,France,1,0,"N 45°03,290' W 0°42,325'",Lamarque,0,Conac,Soussans,2012,10,19,836,417.62538870487845,417.55066377000134,48.1550079215381,601.2596409009667,45.054833333333335,-0.7054166666666667,0.7863545213981482,-0.012311833032407408,0,0
21,41202,25,1,44,54.507,0,-37.757,0.79,111,13,Blanc,5,Cellulose,2,Artificiel,1,France,1,0,"N 44°54,507' W 0°37,757'",Blanquefort,0,Soussans,Blanquefort,2012,10,20,861,434.2416306759877,434.15762718298424,17.348470062006296,618.608110962973,44.90845,-0.6292833333333333,0.7837996524194444,-0.010983056817592592,0,0
22,41203,20,1,44,50.009,0,-33.932,2.16,26,14,Gris,6,Minérale,2,Artificiel,1,France,1,0,"N 44°50,009' W 0°33,932'","Bordeaux, “C’est chez nous”",0,Blanquefort,Bordeaux,2012,10,21,881,443.9340688236867,443.8443141106237,9.735433627305039,628.343544590278,44.833483333333334,-0.5655333333333333,0.782491238362037,-0.009870410359259259,0,0
23,41204,0,1,44,50.003,0,-33.899,3.25,20,6,Vert,6,Minérale,1,Naturel,1,France,1,0,"N 44°50,003' W 0°33,899'","Quartier Saint Michel, Bordeaux",0,Bordeaux,Bordeaux,2012,10,22,881,443.968756663192,443.878980909745,0.04478558962556766,628.3883301799036,44.83338333333333,-0.5649833333333334,0.7824894930342592,-0.009860811056481483,0,0
24,41205,0,1,44,49.72,0,-33.273,4.82,16,14,Gris,2,Métallique,2,Artificiel,1,France,1,0,"N 44°49,720' W 0°33,273'","Locaux de Recup'R, Bordeaux",0,Bordeaux,Bordeaux,2012,10,23,881,444.87941205164645,444.7890827507958,0.9759763671644622,629.364306547068,44.82866666666666,-0.5545500000000001,0.7824071717407406,-0.009678715191666668,0,0
25,41206,0,1,44,51.581,0,-34.266,0.58,0,0,Mixte,3,Plastique,2,Artificiel,1,France,1,0,"N 44°51,581' W 0°34,266'","Bordeaux, appartement de Pascaline et George",0,Bordeaux,Bordeaux,2012,10,24,881,441.32973111091025,441.2415467236176,3.6885044824283404,633.0528110294964,44.85968333333334,-0.5710999999999999,0.7829485142398147,-0.009967566938888887,0,0
26,41207,0,1,44,51.595,0,-34.256,0.94,105,7,"Bleu Vert",5,Cellulose,2,Artificiel,1,France,1,0,"N 44°51,595' W 0°34,256'","30, rue du temple, Bordeaux",0,Bordeaux,Bordeaux,2012,10,25,881,441.31671420513084,441.22853762022294,0.02908942555616649,633.0819004550526,44.85991666666666,-0.5709333333333333,0.7829525866712962,-0.009964658059259258,0,0
27,41208,0,1,44,51.582,0,-34.276,0.79,100,11,"Rouge Violet",4,Textile,2,Artificiel,1,France,1,0,"N 44°51,582' W 0°34,276'",Bordeaux,0,Bordeaux,Bordeaux,2012,10,26,881,441.3204145414176,441.2322357385604,0.035656727064835914,633.1175571821175,44.8597,-0.5712666666666667,0.7829488051277776,-0.00997047581851852,0,0
28,41209,0,1,44,49.803,0,-34.084,1.62,85,15,Noir,5,Cellulose,2,Artificiel,1,France,1,0,"N 44°49,803' W 0°34,084'","Médiathèque de Pessac",0,Bordeaux,Bordeaux,2012,10,27,881,444.12314952656584,444.03328008412706,3.3074995356994807,636.4250567178169,44.83005,-0.5680666666666667,0.7824313154416667,-0.00991462532962963,0,0
29,41210,0,1,44,49.803,0,-34.084,4.28,106,14,Gris,2,Métallique,2,Artificiel,1,France,1,0,"N 44°49,803' W 0°34,084'","Marché des Capucins, Bordeaux",0,Bordeaux,Bordeaux,2012,10,28,881,444.12314952656584,444.03328008412706,#NUM!,#NUM!,44.83005,-0.5680666666666667,0.7824313154416667,-0.00991462532962963,0,0
30,41211,0,1,44,51.581,0,-34.266,0.46,0,7,"Bleu Vert",4,Textile,2,Artificiel,1,France,1,0,"N 44°51,581' W 0°34,266'","Bordeaux, appartement de Pascaline et George",0,Bordeaux,Bordeaux,2012,10,29,881,441.32973111091025,441.2415467236176,3.3046737650210756,#NUM!,44.85968333333334,-0.5710999999999999,0.7829485142398147,-0.009967566938888887,0,0
31,41212,10,1,44,48.645,0,-35.141,0.38,25,12,Rouge,0,Mixte,2,Artificiel,1,France,1,0,"N 44°48,645' W 0°35,141'","Petit chalet bordelais",0,Bordeaux,Talence,2012,10,30,891,445.0351794164821,444.9447552042122,5.562891263071474,#NUM!,44.81075,-0.5856833333333333,0.7820944671805555,-0.010222093906481482,0,0
32,41213,25,1,44,38.648,-1,-4.645,1.12,20,17,Brun,7,Animale,1,Naturel,1,France,1,0,"N 44°38,648' W 1°04,645'","Port de Gujan",0,Talence,Gujan,2012,10,31,916,439.0712341350192,438.98439662417405,43.05068547761506,#NUM!,44.644133333333336,-1.0774166666666667,0.7791864602148149,-0.018804452365740743,0,0
33,41214,25,1,44,37.874,-1,-12.22,1.27,38,8,Bleu,0,Mixte,2,Artificiel,1,France,1,0,"N 44°37,874' W 1°12,220'","Pilat sur Mer",0,Gujan,Pyla-sur-mer,2012,11,1,941,435.26911175895304,435.184510582438,10.094503541938908,#NUM!,44.631233333333334,-1.2036666666666667,0.7789613129314814,-0.021007928685185185,0,0
34,41215,30,93,44,36.087,-1,-12.374,0.86,50,17,Brun,1,Végétale,1,Naturel,1,France,1,0,"N 44°36,087' W 1°12,374'","Dune du Pilât",0,Pyla-sur-mer,Biscarosse-Plage,2012,11,2,971,438.0487474050398,437.96251512702884,3.3189154933480696,#NUM!,44.60145,-1.2062333333333333,0.7784414961416666,-0.02105272543148148,0,0
35,41216,10,11,44,27.015,-1,-15.015,0.43,57,12,Rouge,0,Mixte,2,Artificiel,1,France,1,0,"N 44°27,015' W 1°15,015'",Biscarosse-Plage,0,Biscarosse-Plage,Biscarosse,2012,11,3,981,451.107214546275,451.0130385339987,17.17579818222016,#NUM!,44.45025,-1.25025,0.7758025605416665,-0.021820960541666667,0,0
36,41217,70,12,44,6.161,-1,-18.645,3.38,20,6,Vert,6,Minérale,2,Artificiel,1,France,1,0,"N 44°06,161' W 1°18,645'",Contis,0,Biscarosse,Contis,2012,11,4,1051,483.45712233626074,483.3411990123365,38.95760445133849,#NUM!,44.10268333333333,-1.31075,0.7697363829620371,-0.02287688384722222,0,0
37,41218,45,10,43,57.158,-1,-21.74,0.28,54,6,Vert,3,Plastique,2,Artificiel,1,France,1,0,"N 43°57,158' W 1°21,740'","Vielle sur Gironde",0,Contis,Moliets-et-Maâ,2012,11,5,1096,496.8662126141679,496.74037410163237,17.191767654955086,#NUM!,43.95263333333333,-1.3623333333333334,0.7671175186314814,-0.02377718209259259,0,0
38,41219,30,-3,43,45.011,-1,-24.075,0.56,56,17,Brun,1,Végétale,1,Naturel,1,France,1,0,"N 43°45,011' W 1°24,075'",Seignosse,0,Moliets-et-Maâ,Capbreton,2012,11,6,1126,516.253087598189,516.1119377091661,22.73307977757565,#NUM!,43.75018333333333,-1.40125,0.7635841025453703,-0.02445640548611111,0,0
39,41220,35,-1,43,29.737,-1,-32.769,0.49,0,13,Blanc,7,Animale,1,Naturel,1,France,1,0,"N 43°29,737' W 1°32,769'","Anglet, plage des Océanides",0,Capbreton,Anglet,2012,11,7,1161,538.2027853625956,538.0428563396343,30.623917063067378,#NUM!,43.49561666666666,-1.54615,0.7591410797990739,-0.02698538543611111,0,0
40,41221,15,-1,43,29.737,-1,-32.769,1.68,40,13,Blanc,7,Animale,1,Naturel,1,France,1,0,"N 43°29,737' W 1°32,769'",Anglet,0,Anglet,Bidart,2012,11,8,1176,538.2027853625956,538.0428563396343,0,#NUM!,43.49561666666666,-1.54615,0.7591410797990739,-0.02698538543611111,0,0
41,41222,40,32,43,25.445,-1,-36.277,0.18,25,8,Bleu,5,Cellulose,2,Artificiel,1,France,1,0,"N 43°25,445' W 1°36,277'",Guéthary,0,Bidart,Ciboure-(Socoa),2012,11,9,1216,544.0195156993494,543.8543453611776,9.251214699730982,#NUM!,43.424083333333336,-1.6046166666666668,0.757892588662037,-0.02800582041018519,0,0
42,41223,45,5,43,23.427,-1,-41.149,0.35,14,1,"Rouge Orangé",3,Plastique,2,Artificiel,2,Espagne,1,0,"N 43°23,427' W 1°41,149'","St Jean de Luz",0,Ciboure-(Socoa),San-Sebastian,2012,11,10,1261,545.3373192311303,545.1709457574276,7.552841834620214,#NUM!,43.39045,-1.6858166666666667,0.7573055767527778,-0.02942302656574074,0,0
43,41224,0,34,43,18.875,-2,-0.435,0.54,22,0,Mixte,7,Animale,1,Naturel,2,Espagne,1,0,"N 43°18,875' W 2°00,435'","San Sebastian",0,San-Sebastian,San-Sebastian,2012,11,11,1261,545.3497626932765,545.1833778311201,27.331940765160244,#NUM!,43.31458333333333,-2.00725,0.7559814547453703,-0.03503309181944444,0,0
44,41225,0,30,43,18.893,-2,-0.464,0.1,31,14,Gris,2,Métallique,2,Artificiel,2,Espagne,1,0,"N 43°18,893' W 2°00,464'","San Sebastian",0,San-Sebastian,San-Sebastian,2012,11,12,1261,545.306594407104,545.1402490510212,0.05141416158927238,#NUM!,43.314883333333334,-2.0077333333333334,0.7559866907287037,-0.03504152757037037,0,0
45,41226,50,2,43,17.905,-2,-21.391,0.1,32,5,"Jaune Vert",3,Plastique,0,Mixte,2,Espagne,1,0,"N 43°17,905' W 2°21,391'",Deba,0,San-Sebastian,Deba,2012,11,13,1311,539.6262291843578,539.4650279330592,28.289374778125623,#NUM!,43.29841666666667,-2.356516666666667,0.7556992934212963,-0.0411289399712963,0,0
46,41227,25,10,43,21.883,-2,-30.045,6.08,25,14,Gris,0,Mixte,2,Artificiel,2,Espagne,1,0,"N 43°21,883' W 2°30,045'",Lekeitio,0,Deba,Lekeito,2012,11,14,1336,529.7335122773579,529.5810146751742,13.80405327401293,#NUM!,43.364716666666666,-2.50075,0.7568564457379628,-0.04364628440277778,0,0
47,41228,65,139,43,21.476,-2,-31.416,22.36,60,14,Gris,2,Métallique,2,Artificiel,2,Espagne,1,0,"N 43°21,476' W 2°31,416'","Route de Bilbao",0,Lekeito,Bilbao,2012,11,15,1401,530.0556679737649,529.9028919956526,1.995883354384507,#NUM!,43.357933333333335,-2.5236,0.756738054337037,-0.0440450918,0,0
48,41229,0,106,43,16.953,-2,-55.166,1.08,66,3,"Jaune Orangé",3,Plastique,2,Artificiel,2,Espagne,1,"Jambe Barbie","N 43°16,953' W 2°55,166'",Bilbao,0,Bilbao,Bilbao,2012,11,16,1401,532.0710735885152,531.9165483990668,33.1102224401132,#NUM!,43.28255,-2.919433333333333,0.7554223680805555,-0.050953680920370364,0,0
49,41230,25,136,43,8.923,-2,-56.619,0.66,102,6,Vert,5,Cellulose,2,Artificiel,2,Espagne,1,Ticket,"N 43°08,923' W 2°56,619'",Areta,0,Bilbao,Areta,2012,11,17,1426,546.4428995983911,546.275512250742,15.014652241114849,#NUM!,43.148716666666665,-2.94365,0.753086537737963,-0.05137634113055555,0,0
50,41231,20,832,42,20.4,-3,-42.238,0.88,140,13,Blanc,5,Cellulose,2,Artificiel,2,Espagne,1,"Ticket de bus","N 42°20,400' W 3°42,238'",Burgos,"Tricherie, saut en bus",Areta,Villariezo,2012,11,18,1446,629.6841092039812,629.4279892706119,109.30647734661571,#NUM!,42.34,-3.7039666666666666,0.7389717811111112,-0.06464635911296296,0,0
51,41232,50,840,41,58.154,-3,-48.742,0.76,43,7,"Bleu Vert",3,Plastique,2,Artificiel,2,Espagne,1,"Objet non identifié","N 41°58,154' W 3°48,742'","Avellanosa De Muno","Nuit en altitude",Villariezo,Avellanosa-de-Muno,2012,11,19,1496,670.5366842674183,670.2274157537992,42.19650617364041,#NUM!,41.969233333333335,-3.8123666666666667,0.732500687487037,-0.06653829442407408,0,0
52,41233,70,894,41,35.273,-3,-37.096,0.24,24,3,"Jaune Orangé",0,Mixte,2,Artificiel,2,Espagne,1,"Agrafe de fauteuil en décomposition","N 41°35,273' W 3°37,096'",Fuentelcesped,"Veillée sous lune voilée",Avellanosa-de-Muno,Fuentelcesped,2012,11,20,1566,713.5859565585291,713.2132225688106,45.368691217816064,#NUM!,41.58788333333333,-3.6182666666666665,0.7258448800064814,-0.0631506132074074,0,0
53,41234,50,970,41,33.864,-3,-34.237,2.61,14,11,"Rouge Violet",0,Mixte,2,Artificiel,2,Espagne,1,Bijoux,"N 41°33,864' W 3°34,237'","Route du lac de Mareduelo","Matinée difficile",Fuentelcesped,Boceguillas,2012,11,21,1616,716.404408957853,716.027241403556,4.747794641832103,#NUM!,41.5644,-3.5706166666666665,0.7254350188666666,-0.062318964521296295,0,0
54,41235,55,1311,41,10.106,-3,-35.108,4.19,20,13,Blanc,6,Minérale,1,Naturel,2,Espagne,1,Quartz,"N 41°10,106' W 3°35,108'","Col de Somossiera","Jour noir",Boceguillas,Buitrago,2012,11,22,1671,760.3200080751403,759.8691496758828,44.05855419348417,#NUM!,41.16843333333333,-3.5851333333333333,0.7185241026425926,-0.06257232793703703,0,0
55,41236,35,1228,40,51.475,-3,-42.818,1.57,44,17,Brun,1,Végétale,2,Artificiel,2,Espagne,1,Pellet,"N 40°51,475' W 3°42,818'",Bustarviejo,"Chaleur retrouvée",Buitrago,Bustarviejo,2012,11,23,1706,794.3548757163358,793.8407284503147,36.18221300940011,#NUM!,40.85791666666667,-3.713633333333333,0.7131045690046296,-0.06481507413148148,0,0
56,41237,70,592,40,23.164,-3,-42.259,1.21,25,11,"Rouge Violet",3,Plastique,2,Artificiel,2,Espagne,1,Cire,"N 40°23,164' W 3°42,259'",Madrid,Couchsurfing,Bustarviejo,Madrid,2012,11,24,1776,846.8314818177076,846.2085746808716,52.48799887800896,#NUM!,40.386066666666665,-3.7043166666666667,0.7048692398851851,-0.06465246776018518,0,0
57,41238,0,590,40,23.192,-3,-42.345,1.42,87,0,Mixte,5,Cellulose,2,Artificiel,2,Espagne,1,"Carte à jouer","N 40°23,192' W 3°42,345'",Madrid,Promenade,Madrid,Madrid,2012,11,25,1776,846.7753522805444,846.1525689795446,0.13206066254770982,#NUM!,40.38653333333333,-3.70575,0.7048773847481481,-0.06467748412499999,0,0
58,41239,0,592,40,23.164,-3,-42.259,0.33,13,15,Noir,3,Plastique,2,Artificiel,2,Espagne,1,"Silicone d'écouteur","N 40°23,164' W 3°42,259'",Madrid,"Pluie Madrilène",Madrid,Madrid,2012,11,26,1776,846.8314818177076,846.2085746808716,0.13206066254770982,#NUM!,40.386066666666665,-3.7043166666666667,0.7048692398851851,-0.06465246776018518,0,0
59,41240,0,592,40,23.164,-3,-42.259,2.4,160,4,Jaune,5,Cellulose,2,Artificiel,2,Espagne,1,Icône,"N 40°23,164' W 3°42,259'",Madrid,"Métro Madrilène",Madrid,Madrid,2012,11,27,1776,846.8314818177076,846.2085746808716,0,#NUM!,40.386066666666665,-3.7043166666666667,0.7048692398851851,-0.06465246776018518,0,0
60,41241,25,607,37,13.366,-3,-41.172,0.73,12,15,Noir,3,Plastique,2,Artificiel,2,Espagne,1,"Objet non identifié","N 37°13,366' W 3°41,172'",Atarfe,"Pause déjeuner",Madrid,Atarfe ?,2012,11,28,1801,1198.5606731089003,1196.7949759192586,351.8454938547895,#NUM!,37.222766666666665,-3.6862,0.6496592862907408,-0.06433627254444445,0,0
61,41242,80,617,37,20.027,-4,-17.502,0.38,44,0,Mixte,0,Mixte,2,Artificiel,2,Espagne,1,"Ressort de briquet","N 37°20,027' W 4°17,502'","A coté d'Iznajar","Repos mérité",Atarfe ?,Iznajar,2012,11,29,1881,1185.832832239158,1184.122775095275,54.99274678449226,#NUM!,37.333783333333336,-4.2917,0.6515968910120371,-0.07490423223888888,0,0
62,41243,0,492,37,15.936,-4,-18.608,0.38,65,17,Brun,1,Végétale,2,Artificiel,2,Espagne,1,Cures-dents,"N 37°15,936' W 4°18,608'",Iznajar,"Soirée tapas",Iznajar,Iznajar,2012,11,30,1881,1193.4363736429978,1191.6932202568692,7.757166950117755,#NUM!,37.2656,-4.310133333333333,0.6504068683555555,-0.07522595432592592,0,0
63,41244,0,616,37,20.027,-4,-17.502,1.41,12,17,Brun,6,Minérale,1,Naturel,2,Espagne,1,"Terre d'olivier","N 37°20,027' W 4°17,502'","Cortijo el Lanchar","Lendemain de cuite",Iznajar,Iznajar,2012,12,1,1881,1185.832832239158,1184.122775095275,7.757166950117755,#NUM!,37.333783333333336,-4.2917,0.6515968910120371,-0.07490423223888888,0,0
64,41245,0,616,37,20.027,-4,-17.502,0.12,0,15,Noir,7,Animale,1,Naturel,2,Espagne,1,"Poils de barbe","N 37°20,027' W 4°17,502'","Cortijo el Lanchar","Chute de cheveux",Iznajar,Iznajar,2012,12,2,1881,1185.832832239158,1184.122775095275,0,#NUM!,37.333783333333336,-4.2917,0.6515968910120371,-0.07490423223888888,0,0
65,41246,0,616,37,20.027,-4,-17.502,1.48,29,14,Gris,3,Plastique,2,Artificiel,2,Espagne,1,"Morceau de paillasson","N 37°20,027' W 4°17,502'","Cortijo el Lanchar","Journée positive",Iznajar,Iznajar,2012,12,3,1881,1185.832832239158,1184.122775095275,0,#NUM!,37.333783333333336,-4.2917,0.6515968910120371,-0.07490423223888888,0,0
66,41247,0,485,37,15.445,-4,-18.685,0.12,0,13,Blanc,3,Plastique,2,Artificiel,2,Espagne,1,"Papiers de bonbons","N 37°15,445' W 4°18,685'",Iznajar,"Emission radio",Iznajar,Iznajar,2012,12,4,1881,1194.3479807386896,1192.6008309448127,8.67128794008653,#NUM!,37.257416666666664,-4.311416666666666,0.6502640423657406,-0.07524835269907407,0,0
67,41248,0,653,37,15.43,-4,-19.503,0.28,60,17,Brun,0,Mixte,2,Artificiel,2,Espagne,1,Encens,"N 37°15,430' W 4°19,503'",Iznajar,"Journée positive",Iznajar,Iznajar,2012,12,5,1881,1194.3921003492985,1192.6447569840714,1.2072490755093,#NUM!,37.25716666666667,-4.32505,0.6502596790462963,-0.07548629905277777,0,0
68,41249,0,617,37,20.027,-4,-17.502,0.33,25,14,Gris,2,Métallique,2,Artificiel,2,Espagne,1,"Capsule de Canstove","N 37°20,027' W 4°17,502'","Cortijo El Lanchar","Panique à bord",Iznajar,Iznajar,2012,12,6,1881,1185.832832239158,1184.122775095275,9.018239454291407,#NUM!,37.333783333333336,-4.2917,0.6515968910120371,-0.07490423223888888,0,0
69,41250,0,474,37,15.936,-4,-18.608,1.07,27,15,Noir,3,Plastique,2,Artificiel,2,Espagne,1,"Attache de cordon","N 37°15,936' W 4°18,608'",Iznajar,"Nettoyage de vélo",Iznajar,Iznajar,2012,12,7,1881,1193.4363736429978,1191.6932202568692,7.757166950117755,#NUM!,37.2656,-4.310133333333333,0.6504068683555555,-0.07522595432592592,0,0
70,41251,0,617,37,20.027,-4,-17.502,0.01,0,15,Noir,7,Animale,1,Naturel,2,Espagne,1,Mouches,"N 37°20,027' W 4°17,502'","Cortijo El Lanchar","Dépannage à distance",Iznajar,Iznajar,2012,12,8,1881,1185.832832239158,1184.122775095275,7.757166950117755,#NUM!,37.333783333333336,-4.2917,0.6515968910120371,-0.07490423223888888,0,0
71,41252,0,452,37,15.805,-4,-24.515,0.91,51,2,Orange,7,Animale,1,Naturel,2,Espagne,1,"Graine non identifiée","N 37°15,805' W 4°24,515'","Guevas De San Marco",Promenade,Iznajar,Iznajar,2012,12,9,1881,1193.8195453105857,1192.0747128754942,12.969488724195976,#NUM!,37.263416666666664,-4.4085833333333335,0.6503687620324073,-0.07694422952314815,0,0
72,41253,40,504,37,6.239,-4,-32.027,1.7,42,15,Noir,3,Plastique,2,Artificiel,2,Espagne,1,"Fragment de canne à pêche","N 37°06,239' W 4°32,027'",Antequera,"Nuit dans une oliveraie",Iznajar,Antequera,2012,12,10,1921,1211.802496443753,1209.9776454140506,20.91776802789586,#NUM!,37.10398333333333,-4.533783333333333,0.6475861277787036,-0.07912937990092592,0,0
73,41254,45,957,36,57.849,-4,-30.722,0.54,49,15,Noir,2,Métallique,2,Artificiel,2,Espagne,1,"Épingle à cheveux","N 36°57,849' W 4°30,722'","Col du Torcal",Grimpette,Antequera,Almogia,2012,12,11,1966,1227.3006015375988,1225.4048575966913,15.672571215903018,#NUM!,36.96415,-4.512033333333333,0.6451455777694444,-0.07874977110925925,0,0
