id,date,kms,alti,lat_deg,lat_min,long_deg,long_min,poids,taille,id_couleur,couleur,id_matiere,matiere,id_origine,origine,id_pays,pays,post,objet,gps,lieu,contexte,depart,arrivee,annee,mois,jour,kms_cumule,kms_depart_vol_oiseau,kms_depart_corde,kms_etape_segments,kms_etape_cumule,lat_dec,long_dec,lat_rad,long_rad,lat_x,long_y
566,41747,0,63,3,11.556,101,40.861,0.61,15,14,Gris,2,Métallique,2,Artificiel,9,Malaisie,0,"Clip de métal","N 03°11,556' E 101°40,861'","Biji Biji Initiative/Harmony Hub","Teh Tarik Show",Kuala-Lumpur,Kuala-Lumpur,2014,4,18,8641,10907.81709541266,9624.234053380189,0.005552645560052296,#NUM!,3.1926,101.68101666666666,0.055721334633333335,1.7746670286101849,0,0
567,41748,0,61,3,11.547,101,40.86,0.56,49,17,Brun,2,Métallique,2,Artificiel,9,Malaisie,0,"Épingle a cheveux","N 03°11,547' E 101°40,860'","Biji Biji Initiative/Harmony Hub"," shoping Jalan pasar",Kuala-Lumpur,Kuala-Lumpur,2014,4,19,8641,10907.828564382153,9624.241572510526,0.01678628396224572,#NUM!,3.19245,101.681,0.05571871664166667,1.774666737722222,0,0
568,41749,0,61,3,11.555,101,40.855,0.25,26,12,Rouge,0,Mixte,2,Artificiel,9,Malaisie,1,"LED rouge","N 03°11,555' E 101°40,855'","Biji Biji Initiative/Harmony Hub","Workshop Bis",Kuala-Lumpur,Kuala-Lumpur,2014,4,20,8641,10907.811280442682,9624.230241045407,0.01748076985333332,#NUM!,3.1925833333333333,101.68091666666666,0.055721043745370374,1.7746652832824072,0,0
569,41750,0,63,3,11.557,101,40.864,1.49,47,16,Transparent,3,Plastique,2,Artificiel,9,Malaisie,0,"Colle à chaud","N 03°11,557' E 101°40,864'","Biji Biji Initiative/Harmony Hub",Boulot,Kuala-Lumpur,Kuala-Lumpur,2014,4,21,8641,10907.819298851131,9624.235497969259,0.01706572605882183,#NUM!,3.192616666666667,101.68106666666667,0.055721625521296295,1.7746679012740738,0,0
570,41751,0,62,3,11.559,101,40.859,0.58,46,0,Mixte,0,Mixte,2,Artificiel,9,Malaisie,0,résistance,"N 03°11,559' E 101°40,859'","Biji Biji Initiative/Harmony Hub",Boulot,Kuala-Lumpur,Kuala-Lumpur,2014,4,22,8641,10907.81046345492,9624.229705422385,0.009969665911883537,#NUM!,3.19265,101.68098333333333,0.055722207297222215,1.7746664468342592,0,0
571,41752,0,63,3,11.559,101,40.859,1.25,155,10,Violet,4,Textile,2,Artificiel,9,Malaisie,0,Tissu,"N 03°11,559' E 101°40,859'","Biji Biji Initiative/Harmony Hub","Boulot boulot",Kuala-Lumpur,Kuala-Lumpur,2014,4,23,8641,10907.81046345492,9624.229705422385,0,#NUM!,3.19265,101.68098333333333,0.055722207297222215,1.7746664468342592,0,0
572,41753,0,62,3,11.551,101,40.853,0.6,89,0,Mixte,0,Mixte,2,Artificiel,9,Malaisie,0,Pansement,"N 03°11,551' E 101°40,853'","Biji Biji Initiative/Harmony Hub","Boulot boulot",Kuala-Lumpur,Kuala-Lumpur,2014,4,24,8641,10907.814505115108,9624.232355163336,0.018527350555528673,#NUM!,3.1925166666666667,101.68088333333333,0.05571988019351851,1.7746647015064811,0,0
573,41754,0,65,3,11.56,101,40.851,1.29,42,14,Gris,2,Métallique,2,Artificiel,9,Malaisie,0,Broche,"N 03°11,560' E 101°40,851'","Biji Biji Initiative/Harmony Hub","Boulot boulot",Kuala-Lumpur,Kuala-Lumpur,2014,4,25,8641,10907.799424617822,9624.222468277923,0.017089752078397663,#NUM!,3.1926666666666668,101.68085,0.05572249818518519,1.7746641197305555,0,0
574,41755,0,64,3,11.552,101,40.857,3.26,51,17,Brun,0,Mixte,2,Artificiel,9,Malaisie,1,"Flacon de Bétadine","N 03°11,552' E 101°40,857'","Biji Biji Initiative/Harmony Hub","Boulot boulot",Kuala-Lumpur,Kuala-Lumpur,2014,4,26,8641,10907.81791240034,9624.234589002837,0.018527350555528673,#NUM!,3.1925333333333334,101.68095,0.05572017108148148,1.7746658650583331,0,0
575,41756,0,63,3,11.557,101,40.852,2.36,30,14,Gris,2,Métallique,2,Artificiel,9,Malaisie,0,Pincette,"N 03°11,557' E 101°40,852'","Biji Biji Initiative/Harmony Hub","Boulot boulot",Kuala-Lumpur,Kuala-Lumpur,2014,4,27,8641,10907.804852731579,9624.226026990948,0.013098233689006396,#NUM!,3.192616666666667,101.68086666666666,0.055721625521296295,1.7746644106185183,0,0
576,41757,0,61,3,11.55,101,40.849,3.9,11,14,Gris,2,Métallique,2,Artificiel,9,Malaisie,0,"tube métallique","N 03°11,550' E 101°40,849'","Biji Biji Initiative/Harmony Hub","Boulot boulot",Kuala-Lumpur,Kuala-Lumpur,2014,4,28,8641,10907.811097828318,9624.230121322127,0.014114578682800734,#NUM!,3.1925,101.68081666666667,0.05571958930555555,1.7746635379546296,0,0
577,41758,0,62,3,11.554,101,40.854,14.18,30,14,Gris,2,Métallique,2,Artificiel,9,Malaisie,0,"Poids 3x5g","N 03°11,554' E 101°40,854'","Biji Biji Initiative/Harmony Hub","Boulot boulot",Kuala-Lumpur,Kuala-Lumpur,2014,4,29,8641,10907.811484689088,9624.230374950806,0.011858483857782539,#NUM!,3.1925666666666666,101.6809,0.0557207528574074,1.7746649923944442,0,0
578,41759,0,67,3,11.555,101,40.858,0.38,9,14,Gris,2,Métallique,2,Artificiel,9,Malaisie,0,Agrafes,"N 03°11,555' E 101°40,858'","Biji Biji Initiative/Harmony Hub","Boulot boulot",Kuala-Lumpur,Kuala-Lumpur,2014,4,30,8641,10907.814891973214,9624.232608790191,0.007632497325667314,#NUM!,3.1925833333333333,101.68096666666666,0.055721043745370374,1.7746661559462962,0,0
579,41760,0,64,3,11.552,101,40.855,0.01,5,13,Blanc,3,Plastique,2,Artificiel,9,Malaisie,0,"Bille de polystyrène","N 03°11,552' E 101°40,855'","Biji Biji Initiative/Harmony Hub","Boulot boulot",Kuala-Lumpur,Kuala-Lumpur,2014,5,1,8641,10907.81550471291,9624.233010506561,0.007858940213402953,#NUM!,3.1925333333333334,101.68091666666666,0.05572017108148148,1.7746652832824072,0,0
580,41761,0,65,3,11.55,101,40.86,9.42,42,14,Gris,2,Métallique,2,Artificiel,9,Malaisie,1,"Objet métallique non identifié","N 03°11,550' E 101°40,860'","Biji Biji Initiative/Harmony Hub","Boulot boulot",Kuala-Lumpur,Kuala-Lumpur,2014,5,2,8641,10907.82434011155,9624.238803052393,0.00996921363951676,#NUM!,3.1925,101.681,0.05571958930555555,1.774666737722222,0,0
581,41851,0,65,3,11.551,101,40.864,2.93,12,14,Gris,0,Mixte,2,Artificiel,9,Malaisie,1,"Pile ronde","N 03°11,551' E 101°40,864'","Biji Biji Initiative/Harmony Hub","Reprise du travail",Kuala-Lumpur,Kuala-Lumpur,2014,7,31,8641,10907.827747394775,9624.24103688859,0.007632497325667314,#NUM!,3.1925166666666667,101.68106666666667,0.05571988019351851,1.7746679012740738,0,0
582,41852,0,65,3,11.548,101,40.863,0.55,25,12,Rouge,3,Plastique,2,Artificiel,9,Malaisie,0,"Tendeur rouge","N 03°11,548' E 101°40,863'","Biji Biji Initiative/Harmony Hub","Soiré pizza",Kuala-Lumpur,Kuala-Lumpur,2014,8,1,8641,10907.830767822717,9624.243017099472,0.005861555610551056,#NUM!,3.192466666666667,101.68105,0.05571900752962963,1.774667610386111,0,0
583,41853,0,65,3,11.551,101,40.868,13.56,63,14,Gris,2,Métallique,2,Artificiel,9,Malaisie,0,"Embout de visseuse","N 03°11,551' E 101°40,868","Biji Biji Initiative/Harmony Hub","travail GPS/montage vidéo",Kuala-Lumpur,Kuala-Lumpur,2014,8,2,8641,10907.832562767198,9624.244193875706,0.010796904902904827,#NUM!,3.1925166666666667,101.68113333333334,0.05571988019351851,1.7746690648259258,0,0
584,41854,0,65,3,11.557,101,40.857,3.24,34,14,Gris,2,Métallique,2,Artificiel,9,Malaisie,0,Clou,"N 03°11,557' E 101°40,857'","Biji Biji Initiative/Harmony Hub","travail GPS/montage vidéo",Kuala-Lumpur,Kuala-Lumpur,2014,8,3,8641,10907.810871949227,9624.22997323418,0.02320012245668716,#NUM!,3.192616666666667,101.68095,0.055721625521296295,1.7746658650583331,0,0
585,41855,0,65,3,11.559,101,40.861,0.87,12,14,Gris,2,Métallique,2,Artificiel,9,Malaisie,0,Vis,"N 03°11,559' E 101°40,861'","Biji Biji Initiative/Harmony Hub","travail GPS/montage vidéo/écriture",Kuala-Lumpur,Kuala-Lumpur,2014,8,4,8641,10907.812871141014,9624.231283918502,0.008280239469906376,#NUM!,3.19265,101.68101666666666,0.055722207297222215,1.7746670286101849,0,0
586,41856,0,65,3,11.558,101,40.869,0.87,36,14,Gris,3,Plastique,2,Artificiel,9,Malaisie,0,"Cheville grise","N 03°11,558' E 101°40,869'","Biji Biji Initiative/Harmony Hub","travail GPS/montage vidéo/écriture",Kuala-Lumpur,Kuala-Lumpur,2014,8,5,8641,10907.82390997377,9624.238521051322,0.014922655864152933,#NUM!,3.192633333333333,101.68115,0.055721916409259255,1.7746693557138888,0,0
587,41857,0,65,3,11.547,101,40.858,2.59,22,14,Gris,2,Métallique,2,Artificiel,9,Malaisie,0,"Bijoux métal","N 03°11,547' E 101°40,858'","Biji Biji Initiative/Harmony Hub","travail GPS/montage vidéo",Kuala-Lumpur,Kuala-Lumpur,2014,8,6,8641,10907.82615669455,9624.239994015657,0.028815488222824873,#NUM!,3.19245,101.68096666666666,0.05571871664166667,1.7746661559462962,0,0
588,41858,0,65,3,11.552,101,40.862,5.43,90,0,Mixte,0,Mixte,2,Artificiel,9,Malaisie,1,"Miroir décoration","N 03°11,552' E 101°40,862'","Biji Biji Initiative/Harmony Hub","Reprise du travail",Kuala-Lumpur,Kuala-Lumpur,2014,8,7,8641,10907.823931617753,9624.238535241258,0.011863045690556696,#NUM!,3.1925333333333334,101.68103333333333,0.05572017108148148,1.7746673194981482,0,0
589,41859,0,65,3,11.554,101,40.861,6.95,64,13,Blanc,7,Animale,1,Naturel,9,Malaisie,0,Corail,"N 03°11,554' E 101°40,861'","Biji Biji Initiative/Harmony Hub","Reprise du travail",Kuala-Lumpur,Kuala-Lumpur,2014,8,8,8641,10907.819911593595,9624.235899687288,0.004144745720522632,#NUM!,3.1925666666666666,101.68101666666666,0.0557207528574074,1.7746670286101849,0,0
590,41860,0,65,3,11.547,101,40.855,7.18,40,14,Gris,0,Mixte,2,Artificiel,9,Malaisie,0,Broche,"N 03°11,547' E 101°40,855'","Biji Biji Initiative/Harmony Hub","Nouveau départ",Kuala-Lumpur,Kuala-Lumpur,2014,8,9,8641,10907.822545162642,9624.237626272383,0.01707972334494226,#NUM!,3.19245,101.68091666666666,0.05571871664166667,1.7746652832824072,0,0
591,41861,65,65,3,11.545,101,40.859,0.38,25,3,"Jaune Orangé",1,Végétale,1,Naturel,9,Malaisie,1,Durian,"N 03°11,545' E 101°40,859'","Biji Biji Initiative/Harmony Hub",Départ,Kuala-Lumpur,Kuala-Sengalor,2014,8,10,8706,10907.83017671851,9624.242629568009,0.008280239469906376,#NUM!,3.1924166666666665,101.68098333333333,0.05571813486574074,1.7746664468342592,0,0
592,41862,75,32,3,20.262,101,14.634,0.21,17,17,Brun,7,Animale,1,Naturel,9,Malaisie,0,Os,"N 03°20,262' E 101°14,634'","Kuala Sengalor","Palme #1",Kuala-Sengalor,Kuala-Sengalor,2014,8,11,8781,10863.974044606897,9595.433368517897,51.155521687695234,#NUM!,3.3377,101.2439,0.05825380523888889,1.7670379100055555,0,0
593,41863,80,34,4,1.458,101,1.182,0.76,0,17,Brun,1,Végétale,2,Artificiel,9,Malaisie,0,"sciure de bois","N 04°01,458' E 101°01,182'","Teluk Intan","Palme #2",Kuala-Sengalor,Teluk-Intan,2014,8,12,8861,10789.805628455359,9546.45350510581,80.3202476474701,#NUM!,4.0243,101.0197,0.07023722576111112,1.7631248851277779,0,0
594,41864,70,10,4,21.156,100,37.554,3.49,24,14,Gris,2,Métallique,2,Artificiel,9,Malaisie,0,"Objet métallique non identifié","N 04°21,156' E 100°37,554'","Sri Manjung","Palme #3",Teluk-Intan,Sri-Manjung,2014,8,13,8931,10733.64744366741,9509.152227500224,56.93563405057933,#NUM!,4.3526,100.6259,0.07596713685555555,1.756251784338889,0,0
595,41865,80,6,5,6.156,100,29.19,0.35,70,17,Brun,1,Végétale,1,Naturel,9,Malaisie,0,"Fibres de coco","N 05°06,156' E 100°29,190'","Parit Buntar","Palme #4",Sri-Manjung,Parit-Buntar,2014,8,14,9011,10660.277422227116,9460.14050351639,84.83873367641223,#NUM!,5.1026,100.4865,0.08905709518888888,1.7538187974166666,0,0
596,41866,50,8,5,23.664,100,21.87,1.7,37,0,Mixte,0,Mixte,2,Artificiel,9,Malaisie,1,"Fiche RCA","N 05°23,664' E 100°21,870'",Butterworth,"Plan (hébergement) foireux ",Parit-Buntar,Butterworth,2014,8,15,9061,10626.844431081745,9437.702947680049,35.15640939256632,#NUM!,5.3944,100.3645,0.09414996164444445,1.751689497527778,0,0
597,41867,0,22,5,25.012,100,19.974,0.73,30,3,"Jaune Orangé",2,Métallique,2,Artificiel,9,Malaisie,0,"Bijoux métal","N 05°25,012' E 100°19,974'","George Town, Penang","viste d'Erwan et de Zul",Butterworth,Penang,2014,8,16,9061,10622.669584513338,9434.896559901632,4.29979600184394,#NUM!,5.4168666666666665,100.3329,0.0945420786185185,1.7511379739499997,0,0
598,41868,0,24,5,24.99,100,19.938,2.53,60,14,Gris,2,Métallique,2,Artificiel,9,Malaisie,0,Foret,"N 05°24,990' E 100°19,938'","George Town, Penang","Reprise du travail",Penang,Penang,2014,8,17,9061,10622.657282754386,9434.888288998562,0.0779565554037471,#NUM!,5.4165,100.3323,0.09453567908333334,1.7511275019833334,0,0
599,41869,0,24,5,25.074,100,20.028,2.84,23,14,Gris,2,Métallique,2,Artificiel,9,Malaisie,0,"Bracelet de montre","N 05°25,074' E 100°20,028'","George Town, Penang","Ecriture/montage vidéo",Penang,Penang,2014,8,18,9061,10622.64723284275,9434.881532084724,0.22767300478690222,#NUM!,5.4179,100.3338,0.09456011367222222,1.7511536818999998,0,0
600,41870,0,24,5,25.068,100,20.014,0.62,25,2,Orange,3,Plastique,2,Artificiel,9,Malaisie,0,"tube de plastique saumon","N 05°25,068' E 100°20,014'","George Town, Penang","Tournage checkpoint 010",Penang,Penang,2014,8,19,9061,10622.638853240871,9434.875898175194,0.028129312393366843,#NUM!,5.4178,100.33356666666667,0.09455836834444444,1.7511496094685186,0,0
601,41871,0,20,5,24.918,100,19.882,3.98,20,14,Gris,2,Métallique,2,Artificiel,9,Malaisie,0,Vis,"N 05°24,918' E 100°19,882'","George Town, Penang","Opération visas",Penang,Penang,2014,8,20,9061,10622.691300447179,9434.911160262502,0.36968084967597564,#NUM!,5.4153,100.33136666666667,0.09451473515,1.7511112122574073,0,0
602,41872,0,16,5,25.088,100,19.876,2.13,140,14,Gris,0,Mixte,2,Artificiel,9,Malaisie,0,Sangle,"N 05°25,088' E 100°19,876'","George Town, Penang",Boulot,Penang,Penang,2014,8,21,9061,10622.444897158659,9434.745493343864,0.31533550039589103,#NUM!,5.4181333333333335,100.33126666666666,0.0945641861037037,1.7511094669296297,0,0
603,41873,0,15,5,24.912,100,20.076,4.79,19,14,Gris,2,Métallique,2,Artificiel,9,Malaisie,1,Plomb,"N 05°24,912' E 100°20,076'","George Town, Penang","Noodle, boulot, dodo",Penang,Penang,2014,8,22,9061,10622.932846987416,9435.07355836975,0.49262738179559706,#NUM!,5.4152,100.3346,0.09451298982222221,1.751167644522222,0,0
604,41874,0,16,5,24.802,100,20.233,1.08,52,0,Mixte,0,Mixte,2,Artificiel,9,Malaisie,0,Lutin,"N 05°24,802' E 100°20,233'","George Town, Penang","Angry ghost festival",Penang,Penang,2014,8,23,9061,10623.276265899012,9435.30444212429,0.3543057315965095,#NUM!,5.413366666666667,100.33721666666666,0.0944809921462963,1.751213313932407,0,0
605,41875,0,16,5,24.979,100,19.965,0.27,18,15,Noir,3,Plastique,2,Artificiel,9,Malaisie,0,"cerf plastique","N 05°24,979' E 100°19,965'","George Town, Penang","Boulot (on voit le bout)",Penang,Penang,2014,8,24,9061,10622.705202349425,9434.9205069698,0.593535061064459,#NUM!,5.416316666666667,100.33275,0.09453247931574074,1.7511353559583336,0,0
606,41876,0,12,5,24.991,100,20.312,0.81,120,12,Rouge,5,Cellulose,2,Artificiel,9,Malaisie,0,"Faux billet","N 05°24,9911' E 100°20,3116'","Chulia street, Georgetown, Malaise",Boulot,Penang,Penang,2014,8,25,9061,10623.10525713372,9435.18947218403,0.6407725533248008,#NUM!,5.416516666666666,100.33853333333333,0.09453596997129629,1.7512362940814816,0,0
607,41877,0,13,5,24.987,100,20.258,6.09,38,16,Transparent,8,Verre,2,Artificiel,9,Malaisie,0,"Polygone verre","N 05°24,987' E 100°20,2583'","Kapitan cantine, Georgetown, Malaisie","Kapitan resto, journée boulot",Penang,Penang,2014,8,26,9061,10623.046001955026,9435.149634272198,0.09993214524462068,#NUM!,5.41645,100.33763333333333,0.09453480641944445,1.7512205861314813,0,0
608,41878,0,11,5,24.992,100,19.945,0.92,16,7,"Bleu Vert",6,Minérale,1,Naturel,9,Malaisie,0,"Pierre bleu","N 05°24,9918' E 100°19,9448'","Lebuh Kimberley, Georgetown,Malaisia","Lancement d'Ulule",Penang,Penang,2014,8,27,9061,10622.662879671552,9434.892052002939,0.577713801851169,#NUM!,5.416533333333334,100.33241666666666,0.09453626085925926,1.751129538199074,0,0
609,41879,50,26,5,38.568,100,29.334,1.8,275,0,Mixte,4,Textile,2,Artificiel,9,Malaisie,0,"Drapeau Malais","N 05°38,5680' E 100°29,334'","Sungai Petani, Malaisie","Pas de vélo dans le train",Penang,Sungai-Petani,2014,8,28,9111,10614.830032159778,9429.623972907877,30.55306949361611,#NUM!,5.6428,100.4889,0.09848535584444444,1.7538606852833334,0,0
610,41880,100,23,6,23.94,100,10.938,1.35,25,12,Rouge,3,Plastique,2,Artificiel,9,Malaisie,1,Lego,"N 06°23,940' E 100°10,938'","Kuala Perlis, Kangar, Malaisie","Dernière ligne droite en Malaisie",Sungai-Petani,Kuala-Perlis,2014,8,29,9211,10528.891410157203,9371.591432917825,90.68905429463311,#NUM!,6.399,100.1823,0.11168352449999999,1.7485095103166666,0,0
611,41881,50,98,6,39.906,100,19.662,1.07,177,6,Vert,5,Cellulose,2,Artificiel,9,Malaisie,0,"Ticket de train","N 06°39,906' E 100°19,662'","Padang Besar","Fièvre et fontière",Kuala-Perlis,Padang-Besar,2014,8,30,9261,10516.859944139758,9363.432777377222,33.6772696121462,#NUM!,6.6651,100.3277,0.11632784171666667,1.7510472169055555,0,0
612,41882,0,10,13,44.34,100,31.007,0.13,13,14,Gris,3,Plastique,2,Artificiel,10,Thaïlande,0,"Petite roue","N 13°44,3396' E 100°31,0068'","Hua Lamphong Railway Station","Arrivée en piteux état",Padang-Besar,Bangkok,2014,8,31,9261,9931.286616958243,8956.406075402574,787.0751925352093,#NUM!,13.739,100.51678333333334,0.23979058338888892,1.7543473408453705,0,0
613,41883,0,24,13,44.097,100,34.595,1.15,25,3,"Jaune Orangé",2,Métallique,2,Artificiel,10,Thaïlande,1,"Ciselure Métallique ","N 13°44,097' E 100°34,5948'","Samitivej Hospital Bangkok","C'est la Dengue",Bangkok,Bangkok,2014,9,1,9261,9935.813432932102,8959.626252251377,6.476760073832284,#NUM!,13.73495,100.57658333333333,0.23971989761388887,1.7553910468564813,0,0
614,41884,0,24,13,44.093,100,34.596,0.95,27,14,Gris,2,Métallique,2,Artificiel,10,Thaïlande,0,"ruban métal","N 13°44,093' E 100°34,596'","Samitivej Hospital Bangkok",Convalescence,Bangkok,Bangkok,2014,9,2,9261,9935.820250125524,8959.631100849338,0.007630133957496189,#NUM!,13.734883333333334,100.5766,0.23971873406203703,1.7553913377444446,0,0
615,41885,0,24,13,44.095,100,34.59,2.17,110,13,Blanc,3,Plastique,2,Artificiel,10,Thaïlande,1,"Bracelet hospitalisation","N 13°44,095' E 100°34,590'","Samitivej Hospital Bangkok",Convalescence,Bangkok,Bangkok,2014,9,3,9261,9935.810429493155,8959.624116112265,0.01142311811342573,#NUM!,13.734916666666667,100.5765,0.23971931583796294,1.7553895924166665,0,0
616,41886,0,24,13,44.099,100,34.591,0.18,43,0,Mixte,5,Cellulose,2,Artificiel,10,Thaïlande,0,Timbres,"N 13°44,099' E 100°34,591'","Samitivej Hospital Bangkok",Convalescence,Bangkok,Bangkok,2014,9,4,9261,9935.80594395045,8959.62092585398,0.00763072486816174,#NUM!,13.734983333333334,100.57651666666666,0.23972047938981483,1.7553898833046295,0,0
617,41887,0,24,13,44.101,100,34.589,0.24,90,8,Bleu,0,Mixte,2,Artificiel,10,Thaïlande,0,"Cure dent","N 13°44,101' E 100°34,589'","Samitivej Hospital Bangkok",Convalescence,Bangkok,Bangkok,2014,9,5,9261,9935.800786617838,8959.617257796324,0.0051682430453053865,#NUM!,13.735016666666667,100.57648333333333,0.2397210611657407,1.7553893015287036,0,0
618,41888,0,24,13,44.093,100,34.592,2.19,50,8,Bleu,0,Mixte,2,Artificiel,10,Thaïlande,0,sel/poivre,"N 13°44,093' E 100°34,592'","Samitivej Hospital Bangkok",Convalescence,Bangkok,Bangkok,2014,9,6,9261,9935.815586826733,8959.627784167864,0.015783721363732406,#NUM!,13.734883333333334,100.57653333333333,0.23971873406203703,1.7553901741925924,0,0
619,41889,0,13,13,44.185,100,33.815,5.43,46,14,Gris,2,Métallique,2,Artificiel,10,Thaïlande,1,Clef,"N 13°44,1848' E 100°33,8148'","Bangkok Khlong Toei Nuea Bangkok, Thaïlande",Délivrance,Bangkok,Bangkok,2014,9,7,9261,9934.779737587265,8958.891026620153,1.4095430380535867,#NUM!,13.736416666666667,100.56358333333333,0.23974549575462964,1.75516415424537,0,0
620,41890,0,7,13,44.114,100,33.78,2.56,15,14,Gris,2,Métallique,2,Artificiel,10,Thaïlande,0,"Objet métallique","N 13°44,1135' E 100°33,7803'","1 Thanon Sukhumvit, Khlong Toei Nuea, Watthana","Visa indiens",Bangkok,Bangkok,2014,9,8,9261,9934.839238601018,8958.933348879682,0.14592999267603227,#NUM!,13.735233333333333,100.563,0.23972484270925926,1.7551539731666668,0,0
621,41891,0,7,13,44.24,100,33.773,0.86,16,15,Noir,3,Plastique,2,Artificiel,10,Thaïlande,0,Gaine,"N 13°44,2396' E 100°33,7734'","10 Prasan Mit Alley, Khlong Toei Nuea, Watthana","Changement d'adresse",Bangkok,Bangkok,2014,9,9,9261,9934.653067495972,8958.800927261653,0.23391498805548958,#NUM!,13.737333333333334,100.56288333333333,0.2397614945925926,1.7551519369509259,0,0
622,41892,0,5,13,44.161,100,33.251,8.65,58,16,Transparent,0,Mixte,2,Artificiel,10,Thaïlande,0,"Cristal lustre ","N 13°44,161' E 100°33,2506'","Samahan Alley, Khlong Toei, Khlong Toei","Boulot tranquille",Bangkok,Bangkok,2014,9,10,9261,9934.156067599492,8958.44740691583,0.9513301830959943,#NUM!,13.736016666666666,100.55418333333333,0.23973851444351849,1.7550000934342591,0,0
623,41893,0,6,13,44.549,100,33.215,0.83,47,11,"Rouge Violet",4,Textile,2,Artificiel,10,Thaïlande,0,"Ornement textile","N 13°44,5492' E 100°33,2148'","Khlong Toei Nuea, Watthana, Bangkok","Boulot dodo",Bangkok,Bangkok,2014,9,11,9261,9933.565953874428,8958.027636205947,0.7221785135041573,#NUM!,13.742483333333332,100.55358333333334,0.23985137897314815,1.7549896214675926,0,0
624,41894,0,6,13,44.559,100,33.059,1.6,80,12,Rouge,3,Plastique,2,Artificiel,10,Thaïlande,0,"Gaine de branche de lunette ","N 13°44,5587' E 100°33,0587'","Khlong Toei, Bangkok","Boulot dodo",Bangkok,Bangkok,2014,9,12,9261,9933.369942967045,8957.888201820077,0.2815206304831047,#NUM!,13.74265,100.55098333333333,0.23985428785277776,1.7549442429453703,0,0
625,41895,0,12,13,44.02,100,34.607,0.8,28,14,Gris,0,Mixte,2,Artificiel,10,Thaïlande,0,Médicament,"N 13°44,0204' E 100°34,6068'","Khlong Tan Nuea, Watthana, Bangkok ","Cheking post dengue",Bangkok,Bangkok,2014,9,13,9261,9935.936211748753,8959.713575935264,2.9612070245907383,#NUM!,13.733666666666666,100.57678333333334,0.2396974992407407,1.7553945375120372,0,0
626,41896,10,6,13,43.686,100,33.47,9.07,24,14,Gris,2,Métallique,2,Artificiel,10,Thaïlande,1,"Rotule métal","N 13°43,6864' E 100°33,4696'","Benjakiti Park, Bangkok","Ballade en famille",Bangkok,Bangkok,2014,9,14,9271,9935.08246428682,8959.106349962214,2.139069754946489,#NUM!,13.7281,100.55783333333333,0.2396003426611111,1.755063797898148,0,0
627,41897,0,12,13,44.818,100,31.59,1.11,23,14,Gris,2,Métallique,2,Artificiel,10,Thaïlande,0,Vis,"N 13°44,8181' E 100°31,5901'","Chambre de commerce Franco-Thaïe","Interview le Mouv",Bangkok,Bangkok,2014,9,15,9271,9931.2912332518,8956.409359805368,3.983021809561988,#NUM!,13.746966666666667,100.5265,0.23992962783518518,1.7545169285277777,0,0
628,41898,0,48,13,43.674,100,31.447,0.95,7,16,Transparent,0,Mixte,2,Artificiel,10,Thaïlande,0,Diamants,"N 13°43,6737' E 100°31,4474'","India visas office, Bangkok","Visas Indiens, done",Bangkok,Bangkok,2014,9,16,9271,9932.740492086732,8957.440421101883,2.1362903515851324,#NUM!,13.7279,100.52411666666667,0.23959685200555556,1.754475331549074,0,0
629,41899,0,6,13,44.165,100,33.081,0.93,22,1,"Rouge Orangé",3,Plastique,2,Artificiel,10,Thaïlande,0,Ventouse,"N 13°44,1648' E 100°33,0805'","Lumphini, Pathum Wan, Bangkok ","Boulot dodo",Bangkok,Bangkok,2014,9,17,9271,9933.95220527778,8958.302393934988,3.080042543111288,#NUM!,13.736083333333333,100.55135,0.23973967799537038,1.7549506424805554,0,0
630,41900,0,6,13,44.224,100,33.308,3.44,40,15,Noir,0,Mixte,2,Artificiel,10,Thaïlande,0,"connecteur banane ","N 13°44,2240' E 100°33,3075'","Sukhumvit 4 Alley, Khlong Toei, Bangkok","Boulot dodo",Bangkok,Bangkok,2014,9,18,9271,9934.133523568446,8958.43137082766,0.42314920380279253,#NUM!,13.737066666666667,100.55513333333333,0.2397568403851852,1.7550166740481479,0,0
631,41901,0,20,13,45.063,100,32.227,2.3,31,15,Noir,0,Mixte,2,Artificiel,10,Thaïlande,0,"Vis plastique","N 13°45,0634' E 100°32,2272'","Pantip Plaza",Course,Bangkok,Bangkok,2014,9,19,9271,9931.687883379554,8956.691564244107,2.4915953291724904,#NUM!,13.75105,100.53711666666666,0.2400008953861111,1.754702224160185,0,0
632,41902,0,13,13,44.798,100,29.475,0.57,23,4,Jaune,8,Verre,2,Artificiel,10,Thaïlande,0,"Miroir jaune","N 13°44,7979' E 100°29,4747'","Wat Pho",Tourisme,Bangkok,Bangkok,2014,9,20,9271,9928.853101403036,8954.674513019943,4.979691620104675,#NUM!,13.746633333333333,100.49125,0.23992381007592592,1.7539017004861108,0,0
633,41903,10,7,13,44.309,100,31.003,1.94,23,4,Jaune,3,Plastique,2,Artificiel,10,Thaïlande,1,"Capuchon Jaune ","N 13°44,3093' E 100°31,0027'","Gare ferroviaire, bangkok","Adieu Bangkok",Bangkok,Bangkok,2014,9,21,9281,9931.325741632436,8956.433911807635,2.89695363651123,#NUM!,13.738483333333333,100.51671666666667,0.23978156586203703,1.7543461772935185,0,0
