70	2
579	9
228	5
818	16
805	16
788	15
747	15
560	9
182	4
635	10
793	15
900	18
239	6
123	3
16	1
115	3
363	6
565	9
519	8
388	6
14	1
88	3
267	6
998	23
74	2
367	6
490	8
341	6
116	3
732	15
859	17
973	23
138	3
804	16
929	19
380	6
518	8
853	17
403	6
933	20
44	2
45	2
15	1
530	8
136	3
234	5
968	22
191	4
917	18
64	2
66	2
671	12
141	3
612	10
374	6
926	19
928	19
80	3
5	1
213	5
912	18
738	15
649	11
896	17
104	3
340	6
106	3
89	3
690	13
659	11
129	3
507	8
2	1
474	7
429	7
893	17
307	6
238	6
12	1
431	7
448	7
925	19
257	6
395	6
269	6
794	15
731	15
41	1
616	10
986	23
11	1
227	5
387	6
685	12
359	6
13	1
529	8
236	6
321	6
339	6
915	18
430	7
272	6
208	5
880	17
537	8
8	1
705	13
846	17
964	22
592	9
402	6
354	6
521	8
836	17
237	6
373	6
481	7
3	1
535	8
382	6
492	8
183	4
709	13
346	6
187	4
806	16
434	7
52	2
617	10
869	17
244	6
112	3
415	7
557	9
568	9
661	11
301	6
281	6
706	13
259	6
716	14
294	6
394	6
221	5
232	5
370	6
165	3
605	9
850	17
282	6
563	9
982	23
750	15
271	6
684	12
866	17
860	17
458	7
663	11
37	1
67	2
977	23
96	3
335	6
331	6
801	15
225	5
786	15
90	3
753	15
279	6
217	5
918	19
98	3
894	17
344	6
907	18
680	12
197	4
131	3
113	3
749	15
777	15
520	8
214	5
209	5
939	20
956	21
58	2
68	2
249	6
280	6
436	7
329	6
511	8
971	23
401	6
194	4
20	1
42	2
364	6
842	17
595	9
476	7
91	3
813	16
265	6
218	5
961	22
103	3
578	9
561	9
931	19
591	9
31	1
736	15
61	2
562	9
62	2
152	3
739	15
799	15
829	17
293	6
737	15
884	17
642	11
670	12
833	17
379	6
440	7
770	15
154	3
760	15
273	6
242	6
677	12
348	6
523	8
365	6
751	15
345	6
330	6
35	1
651	11
254	6
922	19
694	13
533	8
550	8
413	7
639	10
994	23
820	16
729	15
746	15
30	1
366	6
854	17
86	3
195	4
156	3
957	21
774	15
252	6
937	20
79	3
155	3
39	1
396	6
9	1
190	4
258	6
941	20
386	6
246	6
170	3
295	6
477	7
543	8
951	21
124	3
18	1
100	3
231	5
707	13
892	17
778	15
726	14
43	2
454	7
453	7
7	1
457	7
73	2
864	17
902	18
120	3
298	6
169	3
582	9
910	18
384	6
487	8
311	6
647	11
988	23
510	8
224	5
567	9
38	1
775	15
908	18
632	10
721	14
25	1
416	7
634	10
427	7
570	9
276	6
164	3
383	6
950	21
682	12
847	17
184	4
975	23
572	9
566	9
283	6
945	20
381	6
919	19
600	9
410	7
528	8
981	23
263	6
300	6
408	7
87	3
466	7
315	6
927	19
351	6
110	3
822	16
984	23
266	6
534	8
993	23
49	2
879	17
653	11
93	3
979	23
636	10
425	7
291	6
861	17
439	7
85	3
81	3
137	3
215	5
644	11
527	8
816	16
126	3
240	6
679	12
121	3
549	8
542	8
142	3
314	6
135	3
740	15
672	12
772	15
845	17
60	2
947	21
652	11
597	9
911	18
463	7
686	12
377	6
95	3
393	6
593	9
769	15
175	4
139	3
51	2
77	3
974	23
143	3
728	14
500	8
835	17
248	6
848	17
322	6
809	16
965	22
412	7
766	15
27	1
21	1
997	23
625	10
817	16
812	16
558	9
665	11
419	7
606	9
312	6
762	15
752	15
378	6
536	8
509	8
825	16
924	19
352	6
623	10
177	4
664	11
555	9
326	6
92	3
117	3
849	17
934	20
621	10
920	19
882	17
733	15
643	11
34	1
640	11
275	6
585	9
885	17
230	5
150	3
515	8
586	9
107	3
173	4
502	8
886	17
50	2
717	14
564	9
871	17
666	11
132	3
76	3
71	2
375	6
608	9
212	5
517	8
814	16
629	10
872	17
720	14
819	16
526	8
479	7
702	13
843	17
83	3
970	23
667	12
26	1
628	10
247	6
614	10
472	7
122	3
807	16
268	6
940	20
417	7
942	20
851	17
955	21
482	7
399	6
764	15
765	15
245	6
823	16
255	6
712	13
906	18
790	15
800	15
881	17
713	14
360	6
19	1
493	8
420	7
94	3
223	5
936	20
789	15
358	6
874	17
371	6
186	4
147	3
421	7
768	15
229	5
69	2
611	9
676	12
260	6
687	13
604	9
48	2
978	23
407	6
465	7
697	13
342	6
559	9
627	10
730	15
734	15
916	18
32	1
914	18
791	15
858	17
157	3
878	17
782	15
483	7
654	11
995	23
613	10
498	8
830	17
803	16
771	15
397	6
455	7
84	3
174	4
556	9
56	2
780	15
944	20
105	3
127	3
876	17
958	21
356	6
495	8
963	22
711	13
432	7
571	9
983	23
656	11
392	6
426	7
899	18
243	6
503	8
33	1
451	7
333	6
573	9
695	13
905	18
452	7
802	16
724	14
199	4
418	7
681	12
877	17
985	23
722	14
460	7
610	9
196	4
250	6
111	3
464	7
865	17
921	19
889	17
553	0
488	8
890	17
444	7
63	2
946	20
289	6
471	7
57	2
784	15
319	6
278	6
443	7
875	17
792	15
909	18
657	11
828	16
125	3
233	5
160	3
207	5
285	6
65	2
723	14
320	6
133	3
569	9
699	13
795	15
428	7
870	17
338	6
514	8
235	0
901	18
161	3
55	2
325	6
101	3
327	6
743	15
299	6
648	11
624	10
28	1
398	6
856	17
404	6
475	7
277	6
696	13
756	15
787	15
960	22
40	1
824	16
596	9
72	2
411	7
82	3
4	1
700	13
334	6
172	3
798	15
473	7
302	6
423	7
992	23
316	6
438	7
284	6
811	16
930	19
512	8
171	3
256	6
459	7
692	13
609	9
368	6
226	5
785	15
181	4
337	6
531	8
693	13
449	7
372	6
306	6
868	17
735	15
78	3
972	23
776	15
318	6
949	21
179	4
548	8
304	6
130	3
496	8
779	15
153	3
633	10
484	7
305	6
189	4
262	6
808	16
180	4
220	5
862	17
414	7
206	5
852	17
755	15
441	7
97	3
689	13
461	7
538	8
966	22
145	3
390	6
704	13
287	6
309	6
200	4
385	6
962	22
602	9
22	1
362	6
841	17
710	13
646	11
615	10
552	8
748	15
6	1
210	5
745	15
618	10
313	6
883	17
400	6
669	12
193	4
353	6
991	23
637	10
144	3
904	18
857	17
641	11
547	8
409	7
253	6
324	6
376	6
336	6
405	6
954	21
969	22
763	15
303	6
631	10
297	6
744	15
198	4
350	6
202	5
205	5
575	9
146	3
486	8
59	2
761	15
758	15
999	23
551	8
989	23
102	3
541	8
524	8
468	7
469	7
953	21
832	17
288	6
923	19
491	8
838	17
499	8
598	9
725	14
620	10
134	3
587	9
827	16
53	2
773	15
767	15
446	7
701	13
422	7
837	17
17	1
840	17
433	7
645	11
480	7
714	14
834	17
485	0
292	6
903	18
357	6
219	5
708	13
467	7
506	8
935	20
599	9
167	3
715	14
445	7
863	17
159	3
349	6
581	9
719	14
109	3
855	17
873	17
456	7
478	7
437	7
545	8
683	12
128	3
546	8
759	15
522	8
178	4
119	3
166	3
938	20
839	17
361	6
505	8
584	9
23	1
574	9
967	22
891	17
36	1
742	15
630	10
943	20
192	4
688	13
678	12
594	9
540	8
369	6
108	3
188	4
355	6
810	16
741	15
757	15
638	10
497	8
149	3
887	17
261	6
576	9
317	6
332	6
601	9
660	11
821	16
513	8
783	15
727	14
501	8
114	3
211	5
668	12
655	11
54	2
932	20
391	6
29	1
185	4
718	14
987	23
442	7
1000	23
898	18
867	17
913	18
406	6
462	7
897	18
544	8
976	23
216	5
698	13
532	8
389	6
450	7
603	9
494	8
24	1
347	6
525	8
990	23
691	13
251	6
781	15
754	15
264	6
796	15
424	7
99	3
539	8
203	5
703	13
204	5
980	23
201	5
959	22
286	6
158	3
554	9
619	10
588	9
140	3
270	6
343	6
831	17
1	1
447	7
673	12
46	2
607	9
674	12
274	6
504	8
148	3
996	23
290	6
826	16
176	4
797	15
589	9
895	17
516	8
590	9
470	7
328	6
308	6
844	17
241	6
10	1
815	16
952	21
650	11
888	17
163	3
310	6
168	3
675	12
622	10
626	10
580	9
948	21
435	7
508	8
75	3
296	6
162	3
658	11
583	9
577	9
222	5
151	3
118	3
323	6
47	2
662	11
489	8
1005
