38	1
190	4
40	1
39	1
193	4
7	1
8	1
9	1
14	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
11	1
19	1
22	1
410	7
21	1
32	1
33	1
75	3
16	1
1	1
3	1
12	1
15	1
17	1
18	1
493	8
504	8
10	1
20	1
2	1
4	1
5	1
6	1
105	3
13	1
166	3
184	4
472	7
502	8
165	3
45	2
443	7
853	17
100	3
101	3
191	4
134	3
991	23
434	7
115	3
552	8
407	6
453	7
503	8
852	17
205	5
415	7
448	7
686	12
893	17
399	6
396	6
447	7
409	7
822	16
856	17
201	5
863	17
175	4
99	3
114	3
248	6
249	6
413	7
416	7
622	10
860	17
104	3
851	17
42	2
855	17
830	17
623	10
624	10
629	10
630	10
626	10
459	7
595	9
163	3
250	6
620	10
621	10
162	3
633	10
200	4
432	7
861	17
825	16
433	7
858	17
645	11
97	3
195	4
216	5
712	13
864	17
990	23
596	9
857	17
506	8
164	3
179	4
223	5
178	4
989	23
96	3
98	3
102	3
203	5
247	6
449	7
479	7
480	7
612	10
46	2
135	3
152	3
826	16
37	1
525	8
524	8
594	9
481	7
608	9
35	1
95	3
207	5
111	3
412	7
112	3
147	3
177	4
182	4
186	4
606	9
625	10
627	10
654	11
176	4
829	17
494	8
36	1
913	18
873	17
103	3
180	4
187	4
206	5
232	5
607	9
619	10
632	10
120	3
202	5
452	7
995	23
204	5
246	6
485	0
649	11
823	16
887	17
482	7
462	7
467	7
854	17
642	11
107	3
483	7
603	9
876	17
992	23
646	11
185	4
188	4
213	5
224	5
225	5
542	8
553	0
602	9
604	9
605	9
108	3
197	4
189	4
192	4
507	8
994	23
648	11
1000	23
831	17
174	4
157	3
408	7
199	4
156	3
601	9
631	10
828	16
473	7
198	4
171	3
113	3
155	3
214	5
229	5
244	6
245	6
653	11
824	16
154	3
194	4
219	5
220	5
252	6
597	9
405	6
505	8
821	16
212	5
218	5
222	5
227	5
228	5
230	5
231	5
234	5
484	7
500	8
398	6
397	6
610	9
158	3
160	3
226	5
265	6
598	9
599	9
600	9
613	10
614	10
615	10
616	10
617	10
618	10
888	17
644	11
153	3
196	4
145	3
508	8
650	11
643	11
451	7
609	9
872	17
647	11
993	23
859	17
125	3
474	7
431	7
258	6
170	3
44	2
181	4
183	4
233	5
651	11
652	11
554	9
911	18
425	7
491	8
532	8
875	17
535	8
41	1
988	23
592	9
215	5
551	8
217	5
446	7
43	2
442	7
533	8
537	8
850	17
915	18
471	7
119	3
593	9
122	3
146	3
251	6
253	6
466	7
541	8
839	17
987	23
534	8
536	8
538	8
539	8
540	8
543	8
545	8
546	8
547	8
550	8
879	17
211	5
916	18
509	8
465	7
490	8
548	8
476	7
477	7
914	18
486	8
488	8
549	8
877	17
544	8
161	3
450	7
897	18
159	3
123	3
124	3
126	3
487	8
121	3
172	3
168	3
221	5
208	5
149	3
169	3
463	7
878	17
460	7
173	4
687	13
692	13
703	13
441	7
150	3
167	3
411	7
489	8
688	13
699	13
704	13
148	3
690	13
691	13
693	13
695	13
696	13
209	5
700	13
702	13
845	17
628	10
440	7
444	7
694	13
526	8
403	6
430	7
689	13
697	13
701	13
634	10
917	18
698	13
501	8
882	17
891	17
901	18
435	7
890	17
918	19
677	12
899	18
151	3
458	7
478	7
885	17
896	17
497	8
499	8
475	7
827	16
210	5
555	9
556	9
557	9
558	9
559	9
560	9
561	9
562	9
563	9
565	9
567	9
568	9
576	9
678	12
833	17
464	7
898	18
106	3
564	9
570	9
572	9
577	9
469	7
496	8
566	9
569	9
571	9
575	9
705	13
470	7
495	8
574	9
579	9
468	7
436	7
110	3
635	10
573	9
580	9
581	9
582	9
583	9
584	9
585	9
586	9
587	9
588	9
589	9
590	9
706	13
848	17
881	17
883	17
900	18
591	9
986	23
455	7
847	17
420	7
578	9
133	3
846	17
402	6
922	19
996	23
511	8
429	7
849	17
657	11
843	17
492	8
930	19
919	19
998	23
676	12
658	11
921	19
931	19
260	6
895	17
869	17
259	6
264	6
456	7
889	17
127	3
109	3
257	6
660	11
655	11
659	11
661	11
664	11
414	7
417	7
880	17
997	23
665	11
675	12
418	7
426	7
516	8
419	7
527	8
892	17
515	8
874	17
912	18
510	8
932	20
674	12
884	17
34	1
672	12
933	20
519	8
461	7
428	7
521	8
424	7
894	17
934	20
832	17
118	3
611	9
457	7
965	22
520	8
523	8
636	10
935	20
427	7
938	20
673	12
753	15
939	20
940	20
936	20
985	23
48	2
514	8
517	8
941	20
679	12
942	20
518	8
943	20
423	7
886	17
513	8
522	8
637	10
422	7
925	19
755	15
927	19
862	17
944	20
682	12
928	19
406	6
754	15
924	19
945	20
937	20
685	12
946	20
680	12
929	19
400	6
923	19
681	12
926	19
684	12
671	12
920	19
683	12
758	15
759	15
401	6
756	15
757	15
49	2
404	6
47	2
263	6
445	7
262	6
947	21
261	6
512	8
999	23
752	15
905	18
910	18
834	17
439	7
74	2
732	15
235	0
77	3
454	7
730	15
903	18
144	3
948	21
666	11
143	3
731	15
87	3
86	3
909	18
984	23
130	3
438	7
129	3
729	15
949	21
94	3
656	11
977	23
798	15
983	23
131	3
800	15
797	15
799	15
801	15
979	23
970	23
973	23
138	3
844	17
128	3
667	12
88	3
951	21
956	21
953	21
639	10
955	21
954	21
981	23
640	11
950	21
421	7
904	18
868	17
90	3
117	3
835	17
980	23
836	17
837	17
957	21
902	18
908	18
751	15
952	21
907	18
140	3
141	3
978	23
136	3
93	3
139	3
116	3
132	3
84	3
820	16
974	23
975	23
906	18
971	23
92	3
142	3
969	22
91	3
662	11
959	22
958	21
982	23
89	3
963	22
961	22
972	23
750	15
746	15
748	15
960	22
743	15
744	15
962	22
745	15
747	15
78	3
819	16
749	15
964	22
763	15
805	16
807	16
806	16
803	16
764	15
804	16
779	15
85	3
82	3
81	3
802	16
812	16
810	16
811	16
815	16
816	16
814	16
780	15
71	2
813	16
761	15
760	15
79	3
437	7
69	2
767	15
768	15
770	15
769	15
83	3
66	2
62	2
772	15
72	2
765	15
766	15
771	15
762	15
809	16
778	15
774	15
777	15
773	15
966	22
775	15
808	16
976	23
789	15
787	15
137	3
776	15
57	2
58	2
59	2
56	2
795	15
76	3
793	15
792	15
794	15
790	15
80	3
786	15
60	2
791	15
781	15
63	2
64	2
65	2
68	2
70	2
785	15
61	2
788	15
967	22
784	15
783	15
796	15
818	16
782	15
67	2
871	17
817	16
663	11
968	22
531	8
641	11
530	8
741	15
740	15
668	12
742	15
669	12
867	17
866	17
726	14
528	8
638	10
50	2
529	8
51	2
254	6
707	13
708	13
709	13
52	2
256	6
711	13
710	13
255	6
73	2
53	2
870	17
838	17
841	17
840	17
55	2
865	17
728	14
716	14
54	2
714	14
723	14
713	14
715	14
725	14
718	14
719	14
717	14
842	17
670	12
720	14
721	14
727	14
722	14
724	14
739	15
733	15
737	15
738	15
736	15
735	15
734	15
280	6
281	6
297	6
299	6
300	6
303	6
304	6
308	6
309	6
310	6
311	6
312	6
313	6
315	6
316	6
317	6
318	6
319	6
320	6
322	6
324	6
325	6
328	6
330	6
336	6
343	6
344	6
270	6
273	6
276	6
289	6
295	6
298	6
347	6
358	6
359	6
380	6
381	6
392	6
394	6
266	6
267	6
268	6
269	6
271	6
272	6
282	6
283	6
285	6
292	6
293	6
294	6
296	6
307	6
326	6
332	6
333	6
337	6
352	6
368	6
371	6
376	6
377	6
378	6
379	6
383	6
386	6
286	6
287	6
301	6
314	6
321	6
329	6
331	6
339	6
353	6
387	6
243	6
327	6
334	6
335	6
338	6
284	6
302	6
236	6
240	6
349	6
351	6
237	6
323	6
340	6
348	6
357	6
361	6
370	6
393	6
362	6
242	6
288	6
342	6
375	6
390	6
395	6
341	6
350	6
355	6
360	6
364	6
369	6
388	6
389	6
239	6
277	6
290	6
291	6
305	6
306	6
366	6
367	6
373	6
385	6
241	6
345	6
346	6
354	6
356	6
363	6
374	6
382	6
384	6
238	6
275	6
279	6
274	6
372	6
391	6
365	6
278	6
498	8
1002
